model_dir,model_name,n_subtasks,bbh_macro,bbh_weighted,bbh_group,date
nazimali_Mistral-Nemo-Kurdish-Instruct,nazimali/Mistral-Nemo-Kurdish-Instruct,24,46.9942,46.7454,46.7454,2024-10-15 17:16:53.749554157
NbAiLab_nb-llama-3.1-8B-Instruct,NbAiLab/nb-llama-3.1-8B-Instruct,24,32.4666,32.234,32.234,2024-12-11 04:18:33.721132517
nbeerbower_Dumpling-Qwen2.5-1.5B,nbeerbower/Dumpling-Qwen2.5-1.5B,24,41.5974,41.1908,41.1908,2025-01-29 13:40:04.599876404
nbeerbower_Dumpling-Qwen2.5-14B,nbeerbower/Dumpling-Qwen2.5-14B,24,64.5064,64.2597,64.2597,2025-02-19 14:22:54.890964508
nbeerbower_gemma2-gutenberg-27B,nbeerbower/gemma2-gutenberg-27B,24,37.9657,37.8407,37.8407,2024-09-29 19:39:13.237653494
nbeerbower_gemma2-gutenberg-9B,nbeerbower/gemma2-gutenberg-9B,24,59.509,59.3821,59.3821,2024-08-12 20:40:03.702150106
nbeerbower_Gemma2-Gutenberg-Doppel-9B,nbeerbower/Gemma2-Gutenberg-Doppel-9B,24,58.7011,58.5836,58.5836,2024-10-02 00:53:36.980498314
nbeerbower_Gutensuppe-mistral-nemo-12B,nbeerbower/Gutensuppe-mistral-nemo-12B,24,54.8683,54.5912,54.5912,2024-09-03 12:13:24.485529900
nbeerbower_Hermes2-Gutenberg2-Mistral-7B,nbeerbower/Hermes2-Gutenberg2-Mistral-7B,24,49.8145,49.4879,49.4879,2024-10-02 00:59:39.689171791
nbeerbower_Llama-3.1-Nemotron-lorablated-70B,nbeerbower/Llama-3.1-Nemotron-lorablated-70B,24,63.7904,63.7216,63.7216,2024-10-18 09:13:30.584113836
nbeerbower_Mahou-1.5-mistral-nemo-12B-lorablated,nbeerbower/Mahou-1.5-mistral-nemo-12B-lorablated,24,54.9604,54.5912,54.5912,2024-10-19 13:19:50.712137222
nbeerbower_Mistral-Gutenberg-Doppel-7B-FFT,nbeerbower/Mistral-Gutenberg-Doppel-7B-FFT,24,40.7625,40.7047,40.7047,2024-11-19 23:41:16.222719669
nbeerbower_mistral-nemo-cc-12B,nbeerbower/mistral-nemo-cc-12B,24,53.9941,53.8448,53.8448,2024-09-14 17:05:15.250143051
nbeerbower_mistral-nemo-gutenberg-12B-v3,nbeerbower/mistral-nemo-gutenberg-12B-v3,24,54.4066,54.2961,54.2961,2024-09-03 10:59:25.744637728
nbeerbower_mistral-nemo-gutenberg2-12B-test,nbeerbower/mistral-nemo-gutenberg2-12B-test,24,52.5478,52.3347,52.3347,2024-09-25 01:03:26.620806456
nbeerbower_mistral-nemo-kartoffel-12B,nbeerbower/mistral-nemo-kartoffel-12B,24,54.838,54.4697,54.4697,2025-01-13 20:32:20.433849335
nbeerbower_Mistral-Nemo-Moderne-12B-FFT-experimental,nbeerbower/Mistral-Nemo-Moderne-12B-FFT-experimental,24,52.3409,51.9701,51.9701,2024-11-26 13:33:34.997835875
nbeerbower_Mistral-Nemo-Prism-12B,nbeerbower/Mistral-Nemo-Prism-12B,24,54.7519,54.4176,54.4176,2024-11-12 14:10:19.806526661
nbeerbower_Mistral-Nemo-Prism-12B-v2,nbeerbower/Mistral-Nemo-Prism-12B-v2,24,54.9188,54.5391,54.5391,2024-11-26 13:24:52.307511091
nbeerbower_mistral-nemo-wissenschaft-12B,nbeerbower/mistral-nemo-wissenschaft-12B,24,50.4031,50.0955,50.0955,2024-09-02 21:22:10.913323164
nbeerbower_Mistral-Small-Drummer-22B,nbeerbower/Mistral-Small-Drummer-22B,24,57.932,57.7504,57.7504,2024-10-02 01:00:05.583960772
nbeerbower_Mistral-Small-Gutenberg-Doppel-22B,nbeerbower/Mistral-Small-Gutenberg-Doppel-22B,24,58.5893,58.3579,58.3579,2024-09-25 12:16:53.840202808
nbeerbower_Qwen2.5-Gutenberg-Doppel-14B,nbeerbower/Qwen2.5-Gutenberg-Doppel-14B,24,63.8174,63.6521,63.6521,2024-11-11 14:40:46.613729239
nbeerbower_Stella-mistral-nemo-12B-v2,nbeerbower/Stella-mistral-nemo-12B-v2,24,54.8375,54.5912,54.5912,2024-09-14 17:07:38.852839470
NCSOFT_Llama-VARCO-8B-Instruct,NCSOFT/Llama-VARCO-8B-Instruct,24,50.2288,49.9913,49.9913,2024-12-21 17:17:13.180072546
necva_IE-cont-Llama3.1-8B,necva/IE-cont-Llama3.1-8B,24,29.1178,28.7624,28.7624,2025-03-06 07:25:35.763263464
Nekochu_Llama-3.1-8B-German-ORPO,Nekochu/Llama-3.1-8B-German-ORPO,24,49.8258,49.6615,49.6615,2024-09-24 16:29:42.378530502
neopolita_jessi-v0.1-bf16-falcon3-7b-instruct,neopolita/jessi-v0.1-bf16-falcon3-7b-instruct,24,55.1613,54.7822,54.7822,2025-01-08 11:44:07.812368870
neopolita_jessi-v0.1-qwen2.5-7b-instruct,neopolita/jessi-v0.1-qwen2.5-7b-instruct,24,54.2587,53.9837,53.9837,2025-01-08 14:52:40.591444492
neopolita_jessi-v0.2-falcon3-10b-instruct,neopolita/jessi-v0.2-falcon3-10b-instruct,24,62.0485,61.8122,61.8122,2025-01-21 23:03:20.491680145
neopolita_jessi-v0.2-falcon3-7b-instruct,neopolita/jessi-v0.2-falcon3-7b-instruct,24,53.6308,53.0984,53.0984,2025-01-08 20:44:44.041072607
netcat420_DeepSeek-R1-MFANN-TIES-unretrained-7b,netcat420/DeepSeek-R1-MFANN-TIES-unretrained-7b,24,30.8599,30.6023,30.6023,2025-01-22 03:48:33.382604837
netcat420_MFANN-Llama3.1-Abliterated-Slerp-TIES,netcat420/MFANN-Llama3.1-Abliterated-Slerp-TIES,24,49.6751,49.6268,49.6268,2024-10-29 15:17:21.742005587
netcat420_MFANN-Llama3.1-Abliterated-SLERP-TIES-V3,netcat420/MFANN-Llama3.1-Abliterated-SLERP-TIES-V3,24,49.1402,49.054,49.054,2024-11-26 07:51:05.138918161
netcat420_MFANN-Llama3.1-Abliterated-Slerp-V3.2,netcat420/MFANN-Llama3.1-Abliterated-Slerp-V3.2,24,49.7825,49.6962,49.6962,2024-10-29 16:04:25.169451237
netcat420_MFANN-llama3.1-abliterated-v2,netcat420/MFANN-llama3.1-abliterated-v2,24,49.4083,49.3491,49.3491,2024-10-07 21:21:03.606561899
netcat420_MFANN-phigments-slerp-V3.3,netcat420/MFANN-phigments-slerp-V3.3,24,48.953,48.5853,48.5853,2025-02-07 13:20:17.497426510
netcat420_Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN,netcat420/Qwen2.5-Coder-Scholar-7B-Abliterated-MFANN,24,50.7145,50.2517,50.2517,2025-01-01 06:13:30.431282520
netcat420_Qwen2.5-DeepSeek-R1-MFANN-Slerp-7b,netcat420/Qwen2.5-DeepSeek-R1-MFANN-Slerp-7b,24,37.8902,37.5976,37.5976,2025-01-23 14:45:10.039742708
netcat420_qwen2.5-MFANN-7b-SLERPv1.1,netcat420/qwen2.5-MFANN-7b-SLERPv1.1,24,50.7476,50.3211,50.3211,2025-02-04 21:05:11.466207504
newsbang_Homer-v1.0-Qwen2.5-72B,newsbang/Homer-v1.0-Qwen2.5-72B,24,73.098,72.9214,72.9214,2024-12-26 02:28:31.944272280
newsbang_Homer-v1.0-Qwen2.5-7B,newsbang/Homer-v1.0-Qwen2.5-7B,24,56.5525,56.2923,56.2923,2024-12-04 08:41:40.508274794
Nexesenex_Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,24,51.2036,51.0849,51.0849,2025-02-27 15:09:30.185395241
Nexesenex_Llama_3.1_8b_DoberWild_v2.02,Nexesenex/Llama_3.1_8b_DoberWild_v2.02,24,53.1274,52.9769,52.9769,2025-02-28 09:48:56.387611628
Nexesenex_Llama_3.1_8b_DobHerWild_R1_v1.1R,Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,24,52.5696,52.4041,52.4041,2025-02-27 17:48:10.230866432
Nexesenex_Llama_3.1_8b_DodoWild_v2.01,Nexesenex/Llama_3.1_8b_DodoWild_v2.01,24,52.5276,52.4215,52.4215,2025-02-28 00:13:26.279974222
Nexesenex_Llama_3.1_8b_DodoWild_v2.02,Nexesenex/Llama_3.1_8b_DodoWild_v2.02,24,52.6174,52.4909,52.4909,2025-02-28 09:44:58.915943861
Nexesenex_Llama_3.1_8b_DodoWild_v2.03,Nexesenex/Llama_3.1_8b_DodoWild_v2.03,24,53.0825,52.9248,52.9248,2025-02-28 10:56:05.101121902
Nexesenex_Llama_3.1_8b_Dolermed_R1_V1.01,Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,24,53.1239,53.0637,53.0637,2025-02-28 09:40:51.772839308
Nexesenex_Llama_3.1_8b_Dolermed_V1.01,Nexesenex/Llama_3.1_8b_Dolermed_V1.01,24,51.9362,51.7445,51.7445,2025-02-28 01:04:26.640896082
Nexesenex_Llama_3.1_8b_Dolerstormed_V1.04,Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,24,51.9518,51.8313,51.8313,2025-03-01 05:27:22.534801960
Nexesenex_Llama_3.1_8b_Hermedive_R1_V1.01,Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,24,51.7086,51.5362,51.5362,2025-02-28 01:14:31.823243856
Nexesenex_Llama_3.1_8b_Mediver_V1.01,Nexesenex/Llama_3.1_8b_Mediver_V1.01,24,44.1483,43.8118,43.8118,2025-02-27 22:02:44.046961069
Nexesenex_Llama_3.1_8b_Smarteaz_0.2_R1,Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,24,51.125,50.946,50.946,2025-02-27 14:22:41.752130508
Nexesenex_Llama_3.1_8b_Smarteaz_V1.01,Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,24,52.4127,52.2826,52.2826,2025-02-27 21:29:53.068430424
Nexesenex_Llama_3.2_1b_AquaSyn_0.1,Nexesenex/Llama_3.2_1b_AquaSyn_0.1,24,32.8436,32.6506,32.6506,2025-02-24 19:09:02.663862705
Nexesenex_Llama_3.2_1b_Odyssea_V1,Nexesenex/Llama_3.2_1b_Odyssea_V1,24,30.0972,29.7518,29.7518,2025-02-24 19:23:57.623970032
Nexesenex_Llama_3.2_1b_Odyssea_V1.01,Nexesenex/Llama_3.2_1b_Odyssea_V1.01,24,30.4465,30.1163,30.1163,2025-02-27 06:37:25.588507891
Nexesenex_Llama_3.2_1b_SunOrca_V1,Nexesenex/Llama_3.2_1b_SunOrca_V1,24,34.3064,34.0219,34.0219,2025-03-06 02:27:13.116217613
Nexesenex_Llama_3.2_1b_Sydonia_0.1,Nexesenex/Llama_3.2_1b_Sydonia_0.1,24,31.2109,30.9495,30.9495,2025-02-24 19:16:54.677239895
Nexesenex_Llama_3.2_3b_Kermes_v2,Nexesenex/Llama_3.2_3b_Kermes_v2,24,44.5545,44.3847,44.3847,2025-02-18 14:45:13.529911757
nhyha_merge_Qwen2.5-7B-Instruct_20241023_0314,nhyha/merge_Qwen2.5-7B-Instruct_20241023_0314,24,55.5853,55.3723,55.3723,2024-11-06 17:44:58.554260492
nhyha_N3N_gemma-2-9b-it_20241110_2026,nhyha/N3N_gemma-2-9b-it_20241110_2026,24,58.6715,58.5836,58.5836,2024-11-12 07:13:41.974160910
NikolaSigmoid_AceMath-1.5B-Instruct-dolphin-r1-200,NikolaSigmoid/AceMath-1.5B-Instruct-dolphin-r1-200,24,28.148,27.7035,27.7035,2025-03-06 02:14:52.014525890
NikolaSigmoid_DeepSeek-R1-Distill-Qwen-1.5B-500,NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,24,26.016,25.7421,25.7421,2025-03-04 16:26:58.870305777
NikolaSigmoid_phi-4-14b,NikolaSigmoid/phi-4-14b,24,66.95,66.794,66.794,2025-02-28 05:16:37.218888760
nisten_franqwenstein-35b,nisten/franqwenstein-35b,24,66.4658,66.117,66.117,2024-10-05 06:44:50.561665773
nisten_tqwendo-36b,nisten/tqwendo-36b,24,64.3183,64.1729,64.1729,2024-12-22 17:42:41.883421183
nlpguy_Mistral-NeMo-Minitron-Upscale-v3,nlpguy/Mistral-NeMo-Minitron-Upscale-v3,24,30.5245,30.2204,30.2204,2024-10-05 06:20:37.813467979
noname0202_gemma-2-2b-it-ties,noname0202/gemma-2-2b-it-ties,24,42.0574,41.6768,41.6768,2025-01-29 04:37:32.987821817
noname0202_gemma-2-9b-sft-jp-en-zh-v1,noname0202/gemma-2-9b-sft-jp-en-zh-v1,24,45.1929,45.1311,45.1311,2025-01-08 04:05:41.085505486
noname0202_gemma-2-9b-sft-jp-en-zh-v2,noname0202/gemma-2-9b-sft-jp-en-zh-v2,24,45.1504,44.8707,44.8707,2025-01-07 20:25:27.180452347
noname0202_llama-math-1b-r16-0to512tokens-test,noname0202/llama-math-1b-r16-0to512tokens-test,24,34.8842,34.6294,34.6294,2025-01-25 00:54:58.556555033
noname0202_llama-math-1b-r32-0to512tokens-test,noname0202/llama-math-1b-r32-0to512tokens-test,24,34.9518,34.6641,34.6641,2025-01-24 16:50:14.623380661
noname0202_llama-math-1b-r32-test,noname0202/llama-math-1b-r32-test,24,34.8596,34.6468,34.6468,2025-01-24 01:56:08.918952227
NotASI_FineTome-Llama3.2-3B-1002,NotASI/FineTome-Llama3.2-3B-1002,24,43.1947,43.1522,43.1522,2024-10-05 06:51:46.915301561
NotASI_FineTome-v1.5-Llama3.2-1B-1007,NotASI/FineTome-v1.5-Llama3.2-1B-1007,24,32.4057,32.1298,32.1298,2024-10-07 13:51:50.604717731
NotASI_FineTome-v1.5-Llama3.2-3B-1007,NotASI/FineTome-v1.5-Llama3.2-3B-1007,24,43.1237,43.0654,43.0654,2024-10-07 14:07:48.390517712
notbdq_Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,24,61.9822,61.7775,61.7775,2025-02-06 02:44:13.408159494
NousResearch_DeepHermes-3-Mistral-24B-Preview,NousResearch/DeepHermes-3-Mistral-24B-Preview,24,64.882,64.9714,64.9714,2025-03-13 17:59:53.167491913
NousResearch_Hermes-2-Pro-Llama-3-8B,NousResearch/Hermes-2-Pro-Llama-3-8B,24,50.7113,50.2864,50.2864,2024-06-16 16:54:56.089063168
NousResearch_Hermes-2-Pro-Mistral-7B,NousResearch/Hermes-2-Pro-Mistral-7B,24,49.9544,49.6789,49.6789,2024-06-16 17:04:25.316206932
NousResearch_Hermes-3-Llama-3.1-70B,NousResearch/Hermes-3-Llama-3.1-70B,24,67.5578,67.3841,67.3841,2024-08-28 16:17:33.292479277
NousResearch_Nous-Hermes-2-Mistral-7B-DPO,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,24,48.5265,48.2729,48.2729,2024-06-17 09:17:18.701384306
NousResearch_Yarn-Llama-2-13b-128k,NousResearch/Yarn-Llama-2-13b-128k,24,38.2682,38.1184,38.1184,2024-06-25 03:13:37.892860413
nvidia_Mistral-NeMo-Minitron-8B-Base,nvidia/Mistral-NeMo-Minitron-8B-Base,24,52.7748,52.595,52.595,2024-08-22 13:07:43.613310099
oopere_Llama-FinSent-S,oopere/Llama-FinSent-S,24,31.5621,31.314,31.314,2025-02-18 20:08:15.006053209
oopere_pruned20-llama-1b,oopere/pruned20-llama-1b,24,30.3136,30.0295,30.0295,2024-11-18 11:23:00.400925636
oopere_pruned20-llama-3.2-3b,oopere/pruned20-llama-3.2-3b,24,32.4785,32.3555,32.3555,2024-12-18 02:31:45.690569878
oopere_pruned40-llama-1b,oopere/pruned40-llama-1b,24,29.6916,29.3178,29.3178,2024-11-26 09:21:12.666356325
oopere_pruned40-llama-3.2-1B,oopere/pruned40-llama-3.2-1B,24,29.8249,29.4567,29.4567,2025-02-24 17:04:28.458826780
oopere_pruned60-llama-1b,oopere/pruned60-llama-1b,24,30.1619,29.665,29.665,2024-11-25 21:05:52.005480289
Open-Orca_Mistral-7B-OpenOrca,Open-Orca/Mistral-7B-OpenOrca,24,47.6817,47.6653,47.6653,2024-06-16 17:11:30.230079412
OpenBuddy_openbuddy-llama3-70b-v21.2-32k,OpenBuddy/openbuddy-llama3-70b-v21.2-32k,24,65.0744,64.9714,64.9714,2024-10-15 08:34:27.715313673
OpenBuddy_openbuddy-llama3-8b-v21.1-8k,OpenBuddy/openbuddy-llama3-8b-v21.1-8k,24,47.875,47.5959,47.5959,2024-08-12 11:29:44.487921000
OpenBuddy_openbuddy-llama3.1-70b-v22.1-131k,OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,24,66.9849,66.9849,66.9849,2024-09-14 05:03:35.604957104
OpenBuddy_openbuddy-llama3.1-8b-v22.3-131k,OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k,24,50.6591,50.3906,50.3906,2024-10-02 01:41:43.643596172
OpenBuddy_openbuddy-yi1.5-34b-v21.3-32k,OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,24,61.6257,61.3435,61.3435,2024-09-03 08:53:09.812585354
OpenLeecher_llama3-8b-lima,OpenLeecher/llama3-8b-lima,24,42.9583,42.6315,42.6315,2024-10-02 01:20:53.052541018
OpenScholar_Llama-3.1_OpenScholar-8B,OpenScholar/Llama-3.1_OpenScholar-8B,24,52.0774,51.866,51.866,2024-12-03 19:53:05.027979374
orai-nlp_Llama-eus-8B,orai-nlp/Llama-eus-8B,24,44.1825,44.1069,44.1069,2024-09-30 08:39:29.268404961
Orenguteng_Llama-3.1-8B-Lexi-Uncensored-V2,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,24,50.8401,50.7204,50.7204,2024-09-02 17:23:14.192120552
Orion-zhen_phi-4-abliterated,Orion-zhen/phi-4-abliterated,24,66.9824,66.8113,66.8113,2024-12-20 14:20:37.539653540
pankajmathur_orca_mini_phi-4,pankajmathur/orca_mini_phi-4,24,68.5633,68.4603,68.4603,2025-01-22 03:01:59.140808344
PJMixers-Dev_LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,24,50.7327,50.6162,50.6162,2024-12-18 09:33:45.052701712
PJMixers-Dev_LLaMa-3.1-RomboTiesTest-8B,PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,24,50.7327,50.6162,50.6162,2024-12-20 03:04:03.842756271
PJMixers-Dev_LLaMa-3.1-RomboTiesTest2-8B,PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,24,50.7327,50.6162,50.6162,2024-12-21 05:33:03.156540632
PJMixers-Dev_LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,24,45.815,45.808,45.808,2024-10-16 08:31:32.754799604
PJMixers-Dev_LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,24,44.8316,44.7145,44.7145,2024-10-12 20:10:03.995622396
PJMixers_LLaMa-3-CursedStock-v2.0-8B,PJMixers/LLaMa-3-CursedStock-v2.0-8B,24,52.7116,52.5777,52.5777,2024-07-18 21:36:12.627746820
princeton-nlp_gemma-2-9b-it-DPO,princeton-nlp/gemma-2-9b-it-DPO,24,59.4144,59.33,59.33,2024-09-20 02:12:01.548130751
princeton-nlp_gemma-2-9b-it-SimPO,princeton-nlp/gemma-2-9b-it-SimPO,24,58.3918,58.3232,58.3232,2024-08-12 09:37:27.289552212
princeton-nlp_Llama-3-8B-ProLong-64k-Base,princeton-nlp/Llama-3-8B-ProLong-64k-Base,24,47.0264,46.9189,46.9189,2024-09-18 14:08:55.185827494
princeton-nlp_Llama-3-8B-ProLong-64k-Instruct,princeton-nlp/Llama-3-8B-ProLong-64k-Instruct,24,49.9401,49.7136,49.7136,2024-09-18 14:08:38.186214685
princeton-nlp_Llama-3-Base-8B-SFT-DPO,princeton-nlp/Llama-3-Base-8B-SFT-DPO,24,46.6585,46.5544,46.5544,2024-10-07 04:44:39.238965273
princeton-nlp_Llama-3-Base-8B-SFT-IPO,princeton-nlp/Llama-3-Base-8B-SFT-IPO,24,46.9007,46.7801,46.7801,2024-10-07 05:03:30.556667328
princeton-nlp_Llama-3-Base-8B-SFT-KTO,princeton-nlp/Llama-3-Base-8B-SFT-KTO,24,46.9285,46.7106,46.7106,2024-10-07 05:15:43.598831892
princeton-nlp_Llama-3-Base-8B-SFT-ORPO,princeton-nlp/Llama-3-Base-8B-SFT-ORPO,24,47.3406,47.2661,47.2661,2024-10-07 04:55:40.891102552
princeton-nlp_Llama-3-Base-8B-SFT-RDPO,princeton-nlp/Llama-3-Base-8B-SFT-RDPO,24,46.6201,46.4329,46.4329,2024-10-07 05:19:58.495895147
princeton-nlp_Llama-3-Base-8B-SFT-RRHF,princeton-nlp/Llama-3-Base-8B-SFT-RRHF,24,45.2036,44.9922,44.9922,2024-10-07 05:10:18.824184418
princeton-nlp_Llama-3-Base-8B-SFT-SLiC-HF,princeton-nlp/Llama-3-Base-8B-SFT-SLiC-HF,24,47.0408,46.9363,46.9363,2024-10-07 05:38:48.515041828
princeton-nlp_Llama-3-Instruct-8B-CPO-v0.2,princeton-nlp/Llama-3-Instruct-8B-CPO-v0.2,24,50.2667,50.1649,50.1649,2024-09-28 23:39:17.614031315
princeton-nlp_Llama-3-Instruct-8B-DPO,princeton-nlp/Llama-3-Instruct-8B-DPO,24,49.913,49.783,49.783,2024-09-29 00:46:57.897880077
princeton-nlp_Llama-3-Instruct-8B-RDPO,princeton-nlp/Llama-3-Instruct-8B-RDPO,24,50.3363,50.2343,50.2343,2024-09-28 23:40:59.113880157
princeton-nlp_Llama-3-Instruct-8B-RRHF-v0.2,princeton-nlp/Llama-3-Instruct-8B-RRHF-v0.2,24,49.839,49.8872,49.8872,2024-10-07 05:32:21.502454996
princeton-nlp_Llama-3-Instruct-8B-SimPO,princeton-nlp/Llama-3-Instruct-8B-SimPO,24,48.4468,48.2555,48.2555,2024-09-28 23:23:32.671200752
princeton-nlp_Mistral-7B-Base-SFT-CPO,princeton-nlp/Mistral-7B-Base-SFT-CPO,24,43.8215,43.6383,43.6383,2024-10-07 05:12:30.135350466
princeton-nlp_Mistral-7B-Base-SFT-DPO,princeton-nlp/Mistral-7B-Base-SFT-DPO,24,43.5011,43.1175,43.1175,2024-10-07 04:50:45.916687012
princeton-nlp_Mistral-7B-Base-SFT-RDPO,princeton-nlp/Mistral-7B-Base-SFT-RDPO,24,44.3953,43.9333,43.9333,2024-10-07 05:22:42.470717907
princeton-nlp_Mistral-7B-Base-SFT-SimPO,princeton-nlp/Mistral-7B-Base-SFT-SimPO,24,43.9805,43.7945,43.7945,2024-09-21 10:05:28.651949644
princeton-nlp_Mistral-7B-Base-SFT-SLiC-HF,princeton-nlp/Mistral-7B-Base-SFT-SLiC-HF,24,44.224,44.0028,44.0028,2024-10-07 05:29:50.423419952
princeton-nlp_Mistral-7B-Instruct-DPO,princeton-nlp/Mistral-7B-Instruct-DPO,24,40.6036,40.5312,40.5312,2024-10-07 04:52:11.044126987
princeton-nlp_Mistral-7B-Instruct-IPO,princeton-nlp/Mistral-7B-Instruct-IPO,24,43.2218,43.1522,43.1522,2024-10-07 05:15:11.520132779
princeton-nlp_Mistral-7B-Instruct-KTO,princeton-nlp/Mistral-7B-Instruct-KTO,24,41.3959,41.3817,41.3817,2024-10-07 05:30:11.886807919
princeton-nlp_Mistral-7B-Instruct-SLiC-HF,princeton-nlp/Mistral-7B-Instruct-SLiC-HF,24,40.4001,40.3749,40.3749,2024-10-16 17:31:02.869538784
princeton-nlp_Sheared-LLaMA-1.3B,princeton-nlp/Sheared-LLaMA-1.3B,24,31.9705,31.8174,31.8174,2024-07-30 07:13:09.231435776
prithivMLmods_Galactic-Qwen-14B-Exp2,prithivMLmods/Galactic-Qwen-14B-Exp2,24,72.03,71.932,71.932,2025-03-13 11:41:28.389558315
prithivMLmods_Llama-3.1-8B-Open-SFT,prithivMLmods/Llama-3.1-8B-Open-SFT,24,49.6798,49.4706,49.4706,2025-01-13 20:13:03.897498131
prithivMLmods_Llama-3.2-6B-AlgoCode,prithivMLmods/Llama-3.2-6B-AlgoCode,24,37.4774,37.3373,37.3373,2025-01-13 19:37:35.275062084
prithivMLmods_Llama-Express.1-Math,prithivMLmods/Llama-Express.1-Math,24,33.6381,33.3623,33.3623,2025-01-25 07:56:23.632130146
prithivMLmods_Magellanic-Qwen-25B-R999,prithivMLmods/Magellanic-Qwen-25B-R999,24,26.0757,25.7073,25.7073,2025-03-05 14:52:06.173619509
prithivMLmods_Phi-4-Empathetic,prithivMLmods/Phi-4-Empathetic,24,67.2682,67.0543,67.0543,2025-01-13 18:57:57.317641258
prithivMLmods_Phi-4-Math-IO,prithivMLmods/Phi-4-Math-IO,24,66.6826,66.4989,66.4989,2025-01-13 18:27:11.792666197
prithivMLmods_Phi-4-o1,prithivMLmods/Phi-4-o1,24,66.8873,66.6725,66.6725,2025-01-13 09:43:19.644716978
prithivMLmods_Phi4-Super,prithivMLmods/Phi4-Super,24,67.2012,67.0196,67.0196,2025-01-23 14:45:10.260088682
prithivMLmods_Primal-Opus-14B-Optimus-v1,prithivMLmods/Primal-Opus-14B-Optimus-v1,24,64.1942,64.0687,64.0687,2025-02-05 01:46:28.130007505
prithivMLmods_Primal-Opus-14B-Optimus-v2,prithivMLmods/Primal-Opus-14B-Optimus-v2,24,65.4378,65.2664,65.2664,2025-02-27 19:48:47.025617361
prithivMLmods_Qwen2.5-14B-DeepSeek-R1-1M,prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,24,61.4164,61.3609,61.3609,2025-01-30 03:00:51.455297470
qingy2019_LLaMa_3.2_3B_Catalysts,qingy2019/LLaMa_3.2_3B_Catalysts,24,44.6813,44.5409,44.5409,2024-10-29 14:56:44.006123781
qingy2019_OpenMath2-Llama3.1-8B,qingy2019/OpenMath2-Llama3.1-8B,24,40.9552,40.7221,40.7221,2024-11-23 05:16:53.877291203
qingy2019_Qwen2.5-Ultimate-14B-Instruct,qingy2019/Qwen2.5-Ultimate-14B-Instruct,24,58.4156,58.167,58.167,2024-12-03 23:46:56.098835230
qingy2024_Qwen2.5-4B,qingy2024/Qwen2.5-4B,24,42.6938,42.4579,42.4579,2025-01-16 20:20:21.072444677
qingy2024_Qwen2.5-Coder-Draft-1.5B-Instruct,qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,24,38.368,38.101,38.101,2025-02-01 05:19:01.005330801
qingy2024_Qwen2.5-Math-14B-Instruct-Preview,qingy2024/Qwen2.5-Math-14B-Instruct-Preview,24,62.9394,62.7669,62.7669,2024-12-11 01:52:38.718762398
qingy2024_Qwen2.6-14B-Instruct,qingy2024/Qwen2.6-14B-Instruct,24,63.9414,63.7563,63.7563,2024-12-05 09:12:29.020365000
qingy2024_QwEnlarge-16B-Instruct,qingy2024/QwEnlarge-16B-Instruct,24,59.4934,59.1911,59.1911,2025-03-06 23:46:41.050182104
qq8933_OpenLongCoT-Base-Gemma2-2B,qq8933/OpenLongCoT-Base-Gemma2-2B,24,31.0636,30.7759,30.7759,2024-11-12 13:24:41.208578825
Quazim0t0_graphite-14b-sce,Quazim0t0/graphite-14b-sce,24,66.3142,66.0996,66.0996,2025-02-05 15:09:03.940339088
Quazim0t0_Lo-Phi-14b,Quazim0t0/Lo-Phi-14b,24,68.5193,68.2868,68.2868,2025-03-09 15:43:11.047415972
Quazim0t0_Phi4.Turn.R1Distill.16bit,Quazim0t0/Phi4.Turn.R1Distill.16bit,24,65.6334,65.4053,65.4053,2025-02-01 00:50:54.447656870
